text,clean_text,sentiment,emotion
Cool video!,Cool video!,positive,happiness
Thinking about elections rallies at this point in time??!! How low can PAP stand??!!,Thinking about elections rallies at this point in time??!! How low can PAP stand??!!,neutral,worry
Proud to be Singaporean,Proud to be Singaporean,positive,happiness
"Literally no point to this speech, please stop repeating the same things again.","Literally no point to this speech, please stop repeating the same things again.",negative,worry
总理，既然我们的国家未来的路途更艰辛，这时更为国为民而不离不弃! \n 祝安康,!   ,neutral,neutral
Good speach by Lovely Singapore PM and more with secure ideas to save Singapore country and public confidant and brave those who are staying at Singapore Iland.im proud to serve Singapore country with happy mood🙏 thanks to Singapore island😍,Good speach by Lovely Singapore PM and more with secure ideas to save Singapore country and public confidant and brave those who are staying at Singapore Iland.im proud to serve Singapore country with happy mood thanks to Singapore island,positive,happiness
The apple has fallen too far from the tree with this one.,The apple has fallen too far from the tree with this one.,negative,worry
"PM Lee,  Do u r understand at 37k cases n counting,  no country in the World would allow Singapore travellers to their country.  Your FW virus handling is dragging Singapore down to road of no return.  We r screwed!!!","PM Lee,  Do u r understand at 37k cases n counting,  no country in the World would allow Singapore travellers to their country.  Your FW virus handling is dragging Singapore down to road of no return.  We r screwed!!!",negative,worry
Thank you sir....take care always and may God bless you and your family always....,Thank you sir....take care always and may God bless you and your family always....,positive,love
"Singapore citizens look to the political leadership to put us FIRST. Serving NS and years of reservist training have to mean we are NOT the same as PRs or foreign talents, some good, many of dubious quality. \n\nDo consider tightening employment passes for 6 to 12 months and stop MNC pet projects of parachuting foreign ""talents"" under job roataion or talent development. I'm sure our eager foreign friends will understand the need to put Singapore first during this crisis. It is just wrong to have tens of thousands of PMETs remaining jobless when generalist roles (that our educated workforce can do) like general finance, engineering, HR and business management goes to non Singaporeans through real need or engineered ones through blatant cronyism.\n\nWe will continue to warmly welcome nuclear physicists and financial engineers to help enlarge the economic PIE. For the rest,  pls wait 6 to 12 months before bringing in the whole clan from home, we have a really long queue of Singaporeans eager to get back to work.\n\nPlease consider,  the common man can't take another bullet for the nation for we have contributed wholeheartedly as loyal citizens our entire lives.","Singapore citizens look to the political leadership to put us FIRST. Serving NS and years of reservist training have to mean we are NOT the same as PRs or foreign talents, some good, many of dubious quality.   Do consider tightening employment passes for 6 to 12 months and stop MNC pet projects of parachuting foreign ""talents"" under job roataion or talent development. I'm sure our eager foreign friends will understand the need to put Singapore first during this crisis. It is just wrong to have tens of thousands of PMETs remaining jobless when generalist roles (that our educated workforce can do) like general finance, engineering, HR and business management goes to non Singaporeans through real need or engineered ones through blatant cronyism.  We will continue to warmly welcome nuclear physicists and financial engineers to help enlarge the economic PIE. For the rest,  pls wait 6 to 12 months before bringing in the whole clan from home, we have a really long queue of Singaporeans eager to get back to work.  Please consider,  the common man can't take another bullet for the nation for we have contributed wholeheartedly as loyal citizens our entire lives.",neutral,worry
Sir..please to consider some allowance who workig as essentail worker ...,Sir..please to consider some allowance who workig as essentail worker ...,neutral,worry
"Wise leaders, pls help to create R&D to cultivate nutritious food on time release basis so that we just need to eat once every 2 days. This will cut our expenses on food by 5 meals in two days.","Wise leaders, pls help to create R&D to cultivate nutritious food on time release basis so that we just need to eat once every 2 days. This will cut our expenses on food by 5 meals in two days.",positive,worry
"Thank you PM for that good job. Honestly i believe many Singaporean have lost our confident with CCS, LW & JT. if you are really doing your all for Singaporean, then you might like to study on your 3 MPs have fail us Singaporean in what they have done.","Thank you PM for that good job. Honestly i believe many Singaporean have lost our confident with CCS, LW & JT. if you are really doing your all for Singaporean, then you might like to study on your 3 MPs have fail us Singaporean in what they have done.",neutral,sadness
NO FEAR SIR. I do not have a single iota of doubt in my country's government.  Always striving on what our forefathers had laid out for us. Thank You!🙏🏾,NO FEAR SIR. I do not have a single iota of doubt in my country's government.  Always striving on what our forefathers had laid out for us. Thank You!,positive,relief
"Thru our supply chain, Singaporeans can eat eggs from Poland and shrimps from Saudi every meal.\n\nBut no rice coming from Thailand, China or US.","Thru our supply chain, Singaporeans can eat eggs from Poland and shrimps from Saudi every meal.  But no rice coming from Thailand, China or US.",neutral,neutral
What an astounding thoughtfulness and leadership. Not sugar coating the actual situation but still imbibing the hope and faith. Together we will emerge as strong. Great nations are created by people centric minds. We are a great nation.\nThanks PM,What an astounding thoughtfulness and leadership. Not sugar coating the actual situation but still imbibing the hope and faith. Together we will emerge as strong. Great nations are created by people centric minds. We are a great nation. Thanks PM,positive,happiness
Too negative and scary speech.. not that serious I guess,Too negative and scary speech.. not that serious I guess,negative,worry
We will never walk alone 👍,We will never walk alone ,neutral,sadness
My friend's son got coronavirus from school. Very scary,My friend's son got coronavirus from school. Very scary,negative,worry
saya tersesat disini\nnamun saya berharap wabah ini cepat hilang,saya tersesat disini namun saya berharap wabah ini cepat hilang,neutral,neutral
Stickers on buses & trains have been removed but not  those seats at bus interchanges. Does that mean there's no need for safe distancing on public transport? Still not allowed to eat at hawker centres. Seems contradicting. LPPL.,Stickers on buses & trains have been removed but not  those seats at bus interchanges. Does that mean there's no need for safe distancing on public transport? Still not allowed to eat at hawker centres. Seems contradicting. LPPL.,negative,worry
nwo,nwo,neutral,neutral
"""The hotel industry will never recover""    what is the advantage of putting such a statement in your speech dear PM.    can you at least leave us some hope and let the future tell what will recover and what not?","""The hotel industry will never recover""    what is the advantage of putting such a statement in your speech dear PM.    can you at least leave us some hope and let the future tell what will recover and what not?",positive,worry
Best leader Singapore can ask for!,Best leader Singapore can ask for!,positive,happiness
The situation has stabilized.\n\n\n\n\n\n\n\nYeah I'm not sure about that 😐,The situation has stabilized.        Yeah I'm not sure about that ,positive,worry
its going to be a different ball game the world over..... and good old days are over too..,its going to be a different ball game the world over..... and good old days are over too..,neutral,neutral
"In August 2011,  President Tony Tan says "" I will work hard to realise every Singaporean's dream""\n\nToday, in 2020,  Singaporeans are still dreaming","In August 2011,  President Tony Tan says "" I will work hard to realise every Singaporean's dream""  Today, in 2020,  Singaporeans are still dreaming",neutral,worry
"Please update us all on when we should expect the wearable contact tracers. It will be a good reminder to all Singaporean's that any freedom left is now gone. We stand at a 0.06% fatality rate in Singapore, which is very likely to drop much further. However let's ensure we keep businesses closed, keep people out of work and further damage the mental health of citizens.","Please update us all on when we should expect the wearable contact tracers. It will be a good reminder to all Singaporean's that any freedom left is now gone. We stand at a 0.06% fatality rate in Singapore, which is very likely to drop much further. However let's ensure we keep businesses closed, keep people out of work and further damage the mental health of citizens.",neutral,worry
"Pls take care of Singaporean 1st not PRs. May that be your focus and priority. After that is taken care of, like a kind & generous landlord, it is natural to show care to your tenants. But it mustn't be the case of  taking what is your meant to be your children's food and give to your tenants on a daily basis.\n\nThank god for wise, courageous, godly leaders.","Pls take care of Singaporean 1st not PRs. May that be your focus and priority. After that is taken care of, like a kind & generous landlord, it is natural to show care to your tenants. But it mustn't be the case of  taking what is your meant to be your children's food and give to your tenants on a daily basis.  Thank god for wise, courageous, godly leaders.",positive,relief
I really support and admire PM Lee Hsien Loong. May he continue to be safe and healthy. Just as I pray the same for every Singaporean,I really support and admire PM Lee Hsien Loong. May he continue to be safe and healthy. Just as I pray the same for every Singaporean,positive,love
Thank you but when is the election? We need trial and error with consistency for a new government to compare and grow. Think smart and challenge ourselves for a change. Its not gonna be easy im sure but if you're afraid of change then don't complain. Once again thank you.,Thank you but when is the election? We need trial and error with consistency for a new government to compare and grow. Think smart and challenge ourselves for a change. Its not gonna be easy im sure but if you're afraid of change then don't complain. Once again thank you.,positive,worry
This is leadership,This is leadership,neutral,neutral
"I know why the shirt is pink.  It is the final colour when you mixed red and white together, the colours of our flag.","I know why the shirt is pink.  It is the final colour when you mixed red and white together, the colours of our flag.",neutral,neutral
prayin that hotels will open for my birthday party be like 😂 panics,prayin that hotels will open for my birthday party be like  panics,negative,worry
"I am proud to be Singaporean.  In this world of madness, we are like a rock of sanity.  We are not perfect.  But for a human system, I can daresay Singaporean struck Life's lottery to be born on this tiny island ... at least at this point in our time and history.","I am proud to be Singaporean.  In this world of madness, we are like a rock of sanity.  We are not perfect.  But for a human system, I can daresay Singaporean struck Life's lottery to be born on this tiny island ... at least at this point in our time and history.",positive,happiness
"Singaporean are so lucky to have such great leader, salute","Singaporean are so lucky to have such great leader, salute",positive,happiness
Thanks for PM,Thanks for PM,positive,neutral
Pioneer generation faced many storm and brought us here.\n\nWe only give them S$600 for all what ever they have done for us.,Pioneer generation faced many storm and brought us here.  We only give them S$600 for all what ever they have done for us.,negative,worry
Sounds like an election rally,Sounds like an election rally,neutral,neutral
"So what was the main point of this speech? I just see repeating of what happened last 2 months, is it summary speech?","So what was the main point of this speech? I just see repeating of what happened last 2 months, is it summary speech?",neutral,neutral
What about starting by cutting house bills by half? That will be a REAL help beyond words for ALL...,What about starting by cutting house bills by half? That will be a REAL help beyond words for ALL...,positive,worry
HATS DOWN BIG THANKS MR LEE,HATS DOWN BIG THANKS MR LEE,positive,happiness
useless,useless,negative,sadness
"We had the Old Guards previously... right now, who do we have ?","We had the Old Guards previously... right now, who do we have ?",neutral,neutral
simgapore is finished...,simgapore is finished...,neutral,neutral
Omgoodness. Buying shrimp frm saudi arabia? Why oh why? Sure to be sky high price. Without doubt. 😩😩,Omgoodness. Buying shrimp frm saudi arabia? Why oh why? Sure to be sky high price. Without doubt. ,positive,surprise
"[3/19, 18:28] RRmuraliramsamy: Same thoughts hold good for our nation too\n\nIts election time\n\nIt should be a vote based on consideration of what will be best for one and all\nNot on what party or group \n\nOtherwise after election , there will be chaos continuing between parties and groups...\n\nWhich means hurdles, strike, harthal, cunningness.. against decisions made by sitting rulers....chaos creation  by this group or that group and so progress  will not happen\n\nThe elected will just want to save their arse and give lame reasons , blame the same people who elected this party or that party\n\nWe , each of us, need to be able to list what is needed for each of us \nAnd give them a clear blue print\n\nBased on this lists, they should prepare their manifesto and strategy\n\nThen who ever wins, we, all  the people including the elected, are still in control of every situation that may arise and all will willingly participate after election also to clear out issues that will leas to fast progress in every dimensions\n[3/19, 18:28] RRmuraliramsamy: .\n.\n.\n.\n.\n.\n[3/19, 18:28] RRmuraliramsamy: Clear clean DRINKABLE water bodies\nFREE\n\nMilk, ghee, butter, ...dairy made available in every locality in reachable distances of less than 3 km by every citizen\n\nEnsure cattles' manure make large open spaces in every locality to be  fertile\n\nEnsure these spaces grow useful flowering plants, fruit trees, vegetables plant and creepers, herbs\n\nEnsure quality natural ripe fruits and edible vegetables organically grown locally and so fresh Naturally, available immediately without need of cold storage or other chemicals sprayed on them\n\nFor rice, maize, paddy, corn, grams, pulses, and such ...ensure these are grown everywhere within 20km range of every human living locality\n\n\nElectricity or power from solar or fuel or any alternative\nFREE\n\nHousing\nFREE\nFor one and all\n\nNatural fresh air will now be already available for every individual when each of above happen\n\n\nEnsure natural healthy being of one and all\nIncluding all other species in the eco system\n\nAll other species like wild animals too should have free large roaming habitats that is most suitable for these species\n\n\nCreate\nWater bodies that thrive without need of chemicals or treatment which  will ensure aqua species health and wellness\n\n\n\nMaking money is NOT Progress\nHaving everything for everyone by everyone without the need of money is PROGRESS\n\n\nWhen all have needs fulfilled and abundance follows, eternal abundance too will follow through\n\n\nWhen desires that are not really essential  flares up, it creates cunningness in minds and puts hurdles of all sorts in the creation of abundance of Needs.\n\n\nCarefully avoid desires atleast until perenial abundance of needs is achieved for one and all, for every species\n\n\nSince commuting will reduce, because needs are made available in own location of everyone, the budget for roads or other commutation can be stopped and used for providing free quality housing, electricity, water \n\n\n\n\nThis will be the list that everyone need to give to those who wants to represent us in elections\n...\nThis above can be detailed for clear blueprint of how all of it can be achieved with ease and perfection, efficiently with least resources of man power, money, time, etc..\n\n.","[3/19, 18:28] RRmuraliramsamy: Same thoughts hold good for our nation too  Its election time  It should be a vote based on consideration of what will be best for one and all Not on what party or group   Otherwise after election , there will be chaos continuing between parties and groups...  Which means hurdles, strike, harthal, cunningness.. against decisions made by sitting rulers....chaos creation  by this group or that group and so progress  will not happen  The elected will just want to save their arse and give lame reasons , blame the same people who elected this party or that party  We , each of us, need to be able to list what is needed for each of us  And give them a clear blue print  Based on this lists, they should prepare their manifesto and strategy  Then who ever wins, we, all  the people including the elected, are still in control of every situation that may arise and all will willingly participate after election also to clear out issues that will leas to fast progress in every dimensions [3/19, 18:28] RRmuraliramsamy: . . . . . . [3/19, 18:28] RRmuraliramsamy: Clear clean DRINKABLE water bodies FREE  Milk, ghee, butter, ...dairy made available in every locality in reachable distances of less than 3 km by every citizen  Ensure cattles' manure make large open spaces in every locality to be  fertile  Ensure these spaces grow useful flowering plants, fruit trees, vegetables plant and creepers, herbs  Ensure quality natural ripe fruits and edible vegetables organically grown locally and so fresh Naturally, available immediately without need of cold storage or other chemicals sprayed on them  For rice, maize, paddy, corn, grams, pulses, and such ...ensure these are grown everywhere within 20km range of every human living locality   Electricity or power from solar or fuel or any alternative FREE  Housing FREE For one and all  Natural fresh air will now be already available for every individual when each of above happen   Ensure natural healthy being of one and all Including all other species in the eco system  All other species like wild animals too should have free large roaming habitats that is most suitable for these species   Create Water bodies that thrive without need of chemicals or treatment which  will ensure aqua species health and wellness    Making money is NOT Progress Having everything for everyone by everyone without the need of money is PROGRESS   When all have needs fulfilled and abundance follows, eternal abundance too will follow through   When desires that are not really essential  flares up, it creates cunningness in minds and puts hurdles of all sorts in the creation of abundance of Needs.   Carefully avoid desires atleast until perenial abundance of needs is achieved for one and all, for every species   Since commuting will reduce, because needs are made available in own location of everyone, the budget for roads or other commutation can be stopped and used for providing free quality housing, electricity, water      This will be the list that everyone need to give to those who wants to represent us in elections ... This above can be detailed for clear blueprint of how all of it can be achieved with ease and perfection, efficiently with least resources of man power, money, time, etc..  .",neutral,worry
"✊""Majulah Singapura !""","""Majulah Singapura !""",neutral,neutral
"In today world being able to go to sleep with a peace of mind knowing I will wake to a safe Singapore tomorrow is a blessing.  Thank you PM and all your colleagues.  I am a merdeka generation, I do know how life was and I learn never to take today blessings for granted. What we have today don't drop from the sky, it is the result of the conscious efforts of today and all past generations with the consistent steady hands of a trusted government. I am most grateful that I am born and live in this great red dot.","In today world being able to go to sleep with a peace of mind knowing I will wake to a safe Singapore tomorrow is a blessing.  Thank you PM and all your colleagues.  I am a merdeka generation, I do know how life was and I learn never to take today blessings for granted. What we have today don't drop from the sky, it is the result of the conscious efforts of today and all past generations with the consistent steady hands of a trusted government. I am most grateful that I am born and live in this great red dot.",positive,happiness
Comments mostly from freeloaders n trolls.    You hv failed !!!,Comments mostly from freeloaders n trolls.    You hv failed !!!,negative,sadness
Like father like son.,Like father like son.,neutral,love
Ya alot grassroots double job as wumao,Ya alot grassroots double job as wumao,positive,happiness
I like Singapore because clean and green they take care all workers thanks Singapore,I like Singapore because clean and green they take care all workers thanks Singapore,positive,happiness
i hope they add 1080p60fps to see our Mr Lee more smoothly.,i hope they add 1080p60fps to see our Mr Lee more smoothly.,positive,neutral
Work with communist China? China Gog down. What are the plan on the 90% investment in China? Stay with China die liao. Good policy like healthy no need mask are same as China policy lor...,Work with communist China? China Gog down. What are the plan on the 90% investment in China? Stay with China die liao. Good policy like healthy no need mask are same as China policy lor...,neutral,worry
a positive and encouraging (start) message in the upcoming series. let's see if CCS will be motivating or condescending when addressing fellow Singaporeans in his usual true self,a positive and encouraging (start) message in the upcoming series. let's see if CCS will be motivating or condescending when addressing fellow Singaporeans in his usual true self,positive,neutral
Singapore will be resilient and emerge stronger than before! God bless SG. :),Singapore will be resilient and emerge stronger than before! God bless SG. :),positive,happiness
Raffles created Singapore a trading hub\nSingapore is now a worlds migrant workers HUB.,Raffles created Singapore a trading hub Singapore is now a worlds migrant workers HUB.,neutral,neutral
"Thanks to the Prime Minister of Singapore , Singapore government is taking a lot of care of foreigners.  I am happy from the heart 💖","Thanks to the Prime Minister of Singapore , Singapore government is taking a lot of care of foreigners.  I am happy from the heart ",positive,happiness
Thanks you sir!!!!!,Thanks you sir!!!!!,positive,happiness
"You stubbornly never learn, do you?","You stubbornly never learn, do you?",negative,neutral
"its not about isolation. Its about how dangerous this virus is. It has the abilities to thicken your blood, clot your blood increasing the likelihood of getting more fatal disease next time. This is not just a flu. Wake up your idea!","its not about isolation. Its about how dangerous this virus is. It has the abilities to thicken your blood, clot your blood increasing the likelihood of getting more fatal disease next time. This is not just a flu. Wake up your idea!",negative,worry
We hope we cross over this covid19 this really big challenges to us...👍🏻👍🏻👍🏻,We hope we cross over this covid19 this really big challenges to us...,negative,worry
"No need to rush to NTUC, okay.","No need to rush to NTUC, okay.",neutral,worry
"preminister is very great leader in  the world  ,saulit sir ,","preminister is very great leader in  the world  ,saulit sir ,",positive,happiness
Thank you Mr PM for your message. A good reminder Singapore’s birthed out of crisis and the resolve to beat all odds.,Thank you Mr PM for your message. A good reminder Singapores birthed out of crisis and the resolve to beat all odds.,positive,happiness
The worst is yet to come.,The worst is yet to come.,negative,worry
Your previous job scheme are jokes. Ppl knows...,Your previous job scheme are jokes. Ppl knows...,neutral,neutral
Concerned no use. You gave the green light to let virus in to damage.,Concerned no use. You gave the green light to let virus in to damage.,negative,worry
"i will send my bestest friend Doris from sidney, australia. she said that Australia better but i show her this say singapore have good leader. haha! 🥰🥰\n\nwe have to respect our great leader mr lee <3\n\nif my son johnson reads this u better go to bed or else i will take away your iphone 7","i will send my bestest friend Doris from sidney, australia. she said that Australia better but i show her this say singapore have good leader. haha!   we have to respect our great leader mr lee <3  if my son johnson reads this u better go to bed or else i will take away your iphone 7",positive,love
This is not the end just the being as the root cause is of the problem is not addressed by the OVM original virus manufacturer and the CCP,This is not the end just the being as the root cause is of the problem is not addressed by the OVM original virus manufacturer and the CCP,negative,worry
"I love Singapore , I respect sg law, I proud of myself bcz I stay in Singapore \nThanks a lot sg gov. For take care us very very much well ❤️❤️❤️❤️❤️❤️❤️ Singapore","I love Singapore , I respect sg law, I proud of myself bcz I stay in Singapore  Thanks a lot sg gov. For take care us very very much well  Singapore",positive,love
"Thank you Mr. Lee, ... for facing reality and introducing the people of planet earth to the new paradigm. As you say, ... all of us will be reducing our consumption and conserving the remaining resources on planet earth.","Thank you Mr. Lee, ... for facing reality and introducing the people of planet earth to the new paradigm. As you say, ... all of us will be reducing our consumption and conserving the remaining resources on planet earth.",positive,happiness
Just opened only school children get infected liao. More on way. Use children as white mices....,Just opened only school children get infected liao. More on way. Use children as white mices....,negative,worry
Giving you $600 in the most difficult time and worst in Singapore history.,Giving you $600 in the most difficult time and worst in Singapore history.,negative,worry
The Convid-19 might take years to clear and economy will take years to recover. Jobs are lost and might never be back! Are our politicians taking a paid cut till the economy recovers?,The Convid-19 might take years to clear and economy will take years to recover. Jobs are lost and might never be back! Are our politicians taking a paid cut till the economy recovers?,negative,worry
Thank you sir.,Thank you sir.,positive,neutral
As a mainlander studying in singapore. Im actually pretty damn impressed with how singapore  manage lock down in a way thta does not restrict too much of ones freedom,As a mainlander studying in singapore. Im actually pretty damn impressed with how singapore  manage lock down in a way thta does not restrict too much of ones freedom,positive,worry
Stark contrast to Trump who just says everything is great and has no reserves and instead prints the USD into oblivion to fund his stimulus bills,Stark contrast to Trump who just says everything is great and has no reserves and instead prints the USD into oblivion to fund his stimulus bills,neutral,sadness
thanks you our pm,thanks you our pm,positive,happiness
Salute u sir from my inner heart... singapore is the beautiful and peaceful place to live but unfortunately my husband lost his job in covid and we hv to return to our country....if I ll get again operchunity to come here...it's my luck....thank u sir...we also want leader like u,Salute u sir from my inner heart... singapore is the beautiful and peaceful place to live but unfortunately my husband lost his job in covid and we hv to return to our country....if I ll get again operchunity to come here...it's my luck....thank u sir...we also want leader like u,neutral,sadness
Salute to you Mr Lee! You and your administration has done so much for Singapore.,Salute to you Mr Lee! You and your administration has done so much for Singapore.,positive,happiness
"i love mr lee hsien loong so much. lol (lots of love) to mr lee and his loving family.\n\nmr lee so funy he always wear pink color shirt i ver y happy last time he wear blue bring bad news. i se pink i happy alr haha. \n\nlove, \ns'porean (singaporean) citizen\n\nssoa","i love mr lee hsien loong so much. lol (lots of love) to mr lee and his loving family.  mr lee so funy he always wear pink color shirt i ver y happy last time he wear blue bring bad news. i se pink i happy alr haha.   love,  s'porean (singaporean) citizen  ssoa",positive,love
Good luck 👍... All the best....,Good luck ... All the best....,positive,happiness
".\n During this unprecedented time, PM Lee making long speeches without entertaining questions from the public is only a one sided (his) view.\n\nScrolling down, there are more than 1k of thoughts, questions and different view of which substantially are left  unanswered..\n\nCan PM Lee do it differently next time?",".  During this unprecedented time, PM Lee making long speeches without entertaining questions from the public is only a one sided (his) view.  Scrolling down, there are more than 1k of thoughts, questions and different view of which substantially are left  unanswered..  Can PM Lee do it differently next time?",neutral,worry
Best speech,Best speech,positive,happiness
The migrants are all in the same dormitory. Obviously it will spread amongst the workers. The infected should be separated. In that way it will reduce the amount of infected cases,The migrants are all in the same dormitory. Obviously it will spread amongst the workers. The infected should be separated. In that way it will reduce the amount of infected cases,neutral,worry
"Thank you Mr Priminister. After each of your speech fairprice have less and less goods =))\n.\n.\n.\n.\n.\n.\n.\n.\nBut seriously, Thank you for the passionate speech and encouragement. Really appreciate living in Singapore rn.","Thank you Mr Priminister. After each of your speech fairprice have less and less goods =)) . . . . . . . . But seriously, Thank you for the passionate speech and encouragement. Really appreciate living in Singapore rn.",positive,happiness
"Is Singapore in association with WHO, Bill Gates and Soros? If yes let me get out before the vaccination becomes compulsory... If not, Singapore is a great place to live. Hopefully it will not become another CCP. Citizens will need to make a choice. Hunger and poverty seems to be around the corner.","Is Singapore in association with WHO, Bill Gates and Soros? If yes let me get out before the vaccination becomes compulsory... If not, Singapore is a great place to live. Hopefully it will not become another CCP. Citizens will need to make a choice. Hunger and poverty seems to be around the corner.",positive,worry
I think its time we wake up and go back to our saving ways.,I think its time we wake up and go back to our saving ways.,neutral,neutral
Stay strong everyone,Stay strong everyone,positive,neutral
"Other Countries: We will adapt to the crisis.\nSingapore: You merely adapted to the crisis. We were born in it, moulded by it. We did not see peace until we became a first world country. By then, it was a norm to face such crisis. \n\n\nIf PM Lee, said it this way, he would have slayed it.","Other Countries: We will adapt to the crisis. Singapore: You merely adapted to the crisis. We were born in it, moulded by it. We did not see peace until we became a first world country. By then, it was a norm to face such crisis.    If PM Lee, said it this way, he would have slayed it.",neutral,worry
"I wish I was born into Lee family, I can have top job in top organisation by default :(","I wish I was born into Lee family, I can have top job in top organisation by default :(",neutral,sadness
PM Lee is always confident ✌,PM Lee is always confident ,positive,happiness
I WISH MR LEE KUAN YEW WAS HERE TO GUIDE YOU IN YOUR DECISION MAKING,I WISH MR LEE KUAN YEW WAS HERE TO GUIDE YOU IN YOUR DECISION MAKING,positive,neutral
Pre election rally starts now,Pre election rally starts now,neutral,neutral
"Very nice speech. ! Could have been a national Day speech. V supportive, and encouraging words. Hope what he said will show true: that no one in singapore will be left to walk  alone . . And that if we fall we will be given support. ! Thank you. !","Very nice speech. ! Could have been a national Day speech. V supportive, and encouraging words. Hope what he said will show true: that no one in singapore will be left to walk  alone . . And that if we fall we will be given support. ! Thank you. !",positive,happiness
"It is so easy and sit, watch, compare and critise, but difficult to offer opinion and help needed.\nEvery country has its own issues and there is no proven formula for the pandemic.\nOne has to accept the whole package as it is, and to make own self relevant to the market. It is hard and some are not so unfortunate, but compared to some even those in developed nations sleeping on the streets, and olderlies with tubes unplugged, it may not be that bad.\nSolidarity is what is needed!\nCritize constructively, if you are able to.","It is so easy and sit, watch, compare and critise, but difficult to offer opinion and help needed. Every country has its own issues and there is no proven formula for the pandemic. One has to accept the whole package as it is, and to make own self relevant to the market. It is hard and some are not so unfortunate, but compared to some even those in developed nations sleeping on the streets, and olderlies with tubes unplugged, it may not be that bad. Solidarity is what is needed! Critize constructively, if you are able to.",neutral,worry
I hope things will turn out fine!,I hope things will turn out fine!,positive,worry
🤣🤣🤣🤣🤣🤣 A lots of gov trolls activated. Says something about confidence...., A lots of gov trolls activated. Says something about confidence....,neutral,neutral
"Your FT policy and very liberal immigration policy is a sword that is cutting the other way now, as other countries like Taiwan, HK, & China,shield themselves from this global virus that knows no boundary. Your economy that depends on tourism substantially ll be the last to recover, so ll your hospitality & domestic economy that depends on this. Meanwhile, you have restructured your own sheep into security guards,nurses, grab-drivers, delivery men who have become wasted human resources after spending many years in their prime at the universities, whilst workers from degree mills overseas flood your nation, esp from India as every local is aware of, but have their mouth shut. Lastly , the greatest challenge: as your border opens to these 2mil foreign workers & PRs to accommodate work & social movements, Spore ll be at the mercy of the international communities whose countries are lax in managing C19. Your global hub economy will be the last to recover, unlike many other countries which do not depend on a liberal immigration policy for economic growth. Good luck!","Your FT policy and very liberal immigration policy is a sword that is cutting the other way now, as other countries like Taiwan, HK, & China,shield themselves from this global virus that knows no boundary. Your economy that depends on tourism substantially ll be the last to recover, so ll your hospitality & domestic economy that depends on this. Meanwhile, you have restructured your own sheep into security guards,nurses, grab-drivers, delivery men who have become wasted human resources after spending many years in their prime at the universities, whilst workers from degree mills overseas flood your nation, esp from India as every local is aware of, but have their mouth shut. Lastly , the greatest challenge: as your border opens to these 2mil foreign workers & PRs to accommodate work & social movements, Spore ll be at the mercy of the international communities whose countries are lax in managing C19. Your global hub economy will be the last to recover, unlike many other countries which do not depend on a liberal immigration policy for economic growth. Good luck!",neutral,worry
"You are one of impressive persons in the world, sir Lee Hsien Loong. I really appreciated you.","You are one of impressive persons in the world, sir Lee Hsien Loong. I really appreciated you.",positive,happiness
"haha. i like it when he says do not fear. Easy for him to say seeing that he is going to retire soon. Having build up a bankable size income and saving and investment, who says he needs to fear. Even if everyone knows he sucks as a PM, this is singapore, no1 will like make a comment saying he sucks. =)","haha. i like it when he says do not fear. Easy for him to say seeing that he is going to retire soon. Having build up a bankable size income and saving and investment, who says he needs to fear. Even if everyone knows he sucks as a PM, this is singapore, no1 will like make a comment saying he sucks. =)",neutral,sadness
We can get through this,We can get through this,neutral,neutral
Thank you sir,Thank you sir,positive,neutral
pink shirt = pink dot sg?? long live great leaders,pink shirt = pink dot sg?? long live great leaders,positive,neutral
"if you compare to countries all over the world , you would have to thank yourself to be a s'porean , be honest to yourself, ppl .","if you compare to countries all over the world , you would have to thank yourself to be a s'porean , be honest to yourself, ppl .",positive,neutral
Thanks you our pm,Thanks you our pm,positive,happiness
If his father still around his father will not do the same with him.,If his father still around his father will not do the same with him.,neutral,worry
Do not fear. Everybody will die one day....,Do not fear. Everybody will die one day....,positive,worry
Thank you sir,Thank you sir,positive,neutral
"The Covid19 crisis is centred on  migrant workers. We should stop shedding crocodile tears for the plight of these people. They face a real threat of being sacked. While still worrying about repaying their debts incurred before coming to Singapore. How can the Govt continue to impose on them the workers levy, a disguised income tax. It's like your employer cut $700 of your pay every month to pay your income tax to the Govt. To pay income tax at $8,400 per annum? When they earn less than $2000 per month?","The Covid19 crisis is centred on  migrant workers. We should stop shedding crocodile tears for the plight of these people. They face a real threat of being sacked. While still worrying about repaying their debts incurred before coming to Singapore. How can the Govt continue to impose on them the workers levy, a disguised income tax. It's like your employer cut $700 of your pay every month to pay your income tax to the Govt. To pay income tax at $8,400 per annum? When they earn less than $2000 per month?",negative,worry
"If they expect cases to rise yet instead of preventing it they dont, then they might be gunning for the next budget.","If they expect cases to rise yet instead of preventing it they dont, then they might be gunning for the next budget.",negative,worry
i miss hdl,i miss hdl,negative,sadness
Singapore is  very different from others  it  does not have resource or hinterland to back  up  like what he  said  singapore  economy depends on international trade . it is time now for all politicans have a hard look at our  problem  the problem is that it imports 90 per cent of its food,Singapore is  very different from others  it  does not have resource or hinterland to back  up  like what he  said  singapore  economy depends on international trade . it is time now for all politicans have a hard look at our  problem  the problem is that it imports 90 per cent of its food,negative,worry
"Wise leader, Singapore needs to be less reliant on others.","Wise leader, Singapore needs to be less reliant on others.",positive,neutral
